Unnamed: 0,original,scored_text,distance,score,ner_overlap
10,ростислав мстиславич сын мстислав внук владимир моном мать  —   христина шведский дочь шведский король инга старшегоростислав хороший блюститель народный вечевой право,ростислав хороший блюститель народный вечевой право мать  —   христина шведский дочь шведский король инга старшегоростислав мстиславич сын мстислав внук владимир моном,0.9122120141983032,5,0.3333333333333333
11,глеб юрьевич   —   князь переяславский киевский сын юрий долгорукий брак дочь половецкий хан аеп брат андрей боголюбскоговпервые упоминаться летопись 1146 47 год год 24 февраль колтеск умирать брат курский князь иван,год 24 февраль колтеск умирать брат курский князь иванвпервые упоминаться летопись 1146 47 годуглеб юрьевич   —   князь переяславский киевский сын юрий долгорукий брак дочь половецкий хан аеп брат андрей боголюбский,0.8873586058616638,5,1.0
12,роман ростиславич 1151 год помогать изяслав мстиславич отстаивать киев юрий долгорукий содействовать поражение последний река рута защищать чернигов следующий год помогать изяслава против святослав ольгович,следующий год помогать изяслава против святослав ольговичавый 1151 год помогать изяслав мстиславич отстаивать киев юрий долгорукий содействовать поражение последний река рута защищать черниговроман ростиславич,0.9196146130561828,5,1.0
13,рюрик ростиславичпосле смерть отец 1167 год рюрик оставаться княжить овруч вытребовать владение новый киевский князь свой двоюродный брат мстислав изяславич конфликт киевский волость воспользоваться андрей боголюбский 1169 год взять киев свой брат глеб юрьевич,конфликт киевский волость воспользоваться андрей боголюбский 1169 год взять киев свой брат глеб юрьевичапосле смерть отец 1167 год рюрик оставаться княжить овруч вытребовать владение новый киевский князь свой двоюродный брат мстислав изяславичарюрик ростиславич,0.9018374681472778,5,0.75
14,ростислав рюрикович происходить время пребывание   «  лучина  »   путь новгород смоленск сообщаться ипатьевский летопись сюжет 1173 год 1172 год   «  дасть отець лучина город родися  »,дасть отець лучина город родисить  »   1172 год   «  ростислав рюрикович происходить время пребывание   «  лучина  »   путь новгород смоленск сообщаться ипатьевский летопись сюжет 1173 год,0.919216513633728,5,0.4
15,ярослав рождаться 8 февраль 1191г переяславль залесский 27 апрель 1194г,27 апрель 1194г переяславль залесскомярослав рождаться 8 февраль 1191г,0.9082199931144714,5,0.6666666666666666
16,ростислав мстиславич  —   занимать смоленский престол смерть мстислав давыдович 1230 год 1232 год изгонять святослав мстиславич приходить полоцкий войско,1232 год изгонять святослав мстиславич приходить полоцкий войскамизанимать смоленский престол смерть мстислав давыдович 1230 годуростислав мстиславич  — ,0.8921184539794922,5,0.5
17,даниил романович ефросинья анныпосле гибель отец 1205 год становиться галицкий князь вскоре лишаться престол 1215 год княжить волынь 1231 год завершать объединение волынский земля,1215 год княжить волынь 1231 год завершать объединение волынский земельпосле гибель отец 1205 год становиться галицкий князь вскоре лишаться престоладаниил романович ефросинья анна,0.8938224315643309,5,0.875
18,александр ярославич невский мстиславна торопецкий княжна дочь князь новгородский галицкий мстислав удатный мнение историк ю,мнение историк ю 1 мстиславна торопецкий княжна дочь князь новгородский галицкий мстислав удатногоалександр ярославич невский комма,0.9249184131622314,5,0.0
19,юрий третий сын великий князь владимирский всеволод юрьевич большой гнездо первый брак мария шварновный канонизировать русский православный церковь лик благоверный князь,канонизировать русский православный церковь лик благоверный князейтретий сын великий князь владимирский всеволод юрьевич большой гнездо первый брак мария шварновнойюрий,0.9039799571037292,5,0.5
20,константин всеволодович 1205 год находиться отец присутствовать представитель последний освящение церковь владимир участвовать 1198 год поход дон половцев конец 1190 х год недолго княжить переяславль южный,конец 1190 х год недолго княжить переяславль южный 1205 год находиться отец присутствовать представитель последний освящение церковь владимир участвовать 1198 год поход дон половцевконстантин всеволодович,0.9087395668029784,5,1.0
21,святослав всеволодович февраль собор владимирский святыхв январь 1200 год назначать княжение новгород затем сменить старший брат константин 1205 г снова вернуться новгород 9 февраль 1208 год однако следующий зима святослав захватить приглашать княжение мстислав удатный новгородец освобождать поход владимирский войско глава старший всеволодович торжок,однако следующий зима святослав захватить приглашать княжение мстислав удатный новгородец освобождать поход владимирский войско глава старший всеволодович торжок снова вернуться новгород 9 февраль 1208 годасвятослав всеволодович февраль собор владимирский святыхв январь 1200 год назначать княжение новгород затем сменить старший брат константин 1205 г,0.9014404416084292,5,0.7
22,василий ярославич младший сын ярослав всеволодович великий князь киевский владимирскогораживаться город владимир,рождаться город владимир младший сын ярослав всеволодович великий князь киевский владимирскоговасилий ярославич,0.8910274505615234,5,0.5
23,андрей александрович андрей городецкий род рюрикович третий сын александр невский завещание отец получать удел выделять состав суздальский городецкий княжество который оставаться владение самый смерть,завещание отец получать удел выделять состав суздальский городецкий княжество который оставаться владение самый смертииз род рюрикович третий сын александр невскогоандрей александрович андрей городецкий,0.8681891560554504,5,1.0
24,это статья тверская великий владимирский князь московский князь около год занимать владимирский престол см михаил ярославич хоробритмихаил ярославич,михаил ярославич хоробритмихаил ярославич московский князь около год занимать владимирский престол смэто статья тверская великий владимирский князь,0.908312439918518,5,0.5
25,юрий   —   московский князь 1303  —  1325 великий князь владимирский 1318  —  1322 князь новгородский 1322  —  1325старший сын московский князь даниил александрович внук александр невский княжить переславль залесский 1303года  —   москва,княжить переславль залесский 1303года  —   москвестарший сын московский князь даниил александрович внук александр невскогоюрий   —   московский князь 1303  —  1325 великий князь владимирский 1318  —  1322 князь новгородский 1322  —  1325,0.9076042175292968,5,1.0
26,александр михайлович убивать орда вместе сын федоромв 1318 год великий князь тверской михаил ярославич отправляться орда разделять свой вотчина александр старший брат дмитрий грозный око,1318 год великий князь тверской михаил ярославич отправляться орда разделять свой вотчина александр старший брат дмитрий грозный око убивать орда вместе сын федоромалександр михайлович,0.8966171145439148,5,0.6
27,семен иванович весь князь владимирский русь не желать наследник калита  —   симеон иванович  —   предлагать хан выдавать ярлык великий княжение владимирский константин васильевич суздальский старший лествичный правупока симеон находиться орда москва вспыхивать первый крупный рознь боярин вызывать смерть московский тысяцкий протасий федорович который тысяцкий даниил александрович юрий иван даниилович,пока симеон находиться орда москва вспыхивать первый крупный рознь боярин вызывать смерть московский тысяцкий протасий федорович который тысяцкий даниил александрович юрий иван даниилович весь князь владимирский русь не желать наследник калита  —   симеон иванович  —   предлагать хан выдавать ярлык великий княжение владимирский константин васильевич суздальский старший лествичный правусемен иванович,0.8888435363769531,5,0.6
28,дмитрий иванович сын князь иван ii красный второй жена княгиня александра ивановныв правление дмитрий московский княжество становиться главный центр объединение русский земля владимирский великий княжество становиться наследственный собственность московский князь хотя это из-под влияние выходить тверской смоленский княжество,правление дмитрий московский княжество становиться главный центр объединение русский земля владимирский великий княжество становиться наследственный собственность московский князь хотя это из-под влияние выходить тверской смоленский княжество сын князь иван ii красный второй жена княгиня александра ивановныдмитрий иванович,0.9086259007453918,5,0.7142857142857143
29,василий i дмитриевич   —   великий князь московский владимирский 1389 год старший сын дмитрий иванович донский великий княгиня евдокия дочь великий князь нижегородский суздальский дмитрий константинович женатый софья  —   единственный дочь великий князь литовский витовтарождаться день празднование память святой василий кесарийский получать имя честь дальнейший изображать свой печать,родиться день празднование память святой василий кесарийский получать имя честь дальнейший изображать свой печать женатый софья  —   единственный дочь великий князь литовский витовтавасилий i дмитриевич   —   великий князь московский владимирский 1389 год старший сын дмитрий иванович донский великий княгиня евдокия дочь великий князь нижегородский суздальский дмитрий константинович,0.8894358277320862,5,0.5
30,юрий дмитриевич юрий очень популярный удачливый полководец опытный дипломат также покровитель искусство литература женатый анастасия дочь великий князь смоленский юрий святославич,женатый анастасия дочь великий князь смоленский юрий святославич юрий очень популярный удачливый полководец опытный дипломат также покровитель искусство литературыюрий дмитриевич,0.9106394648551941,5,0.0
31,состояниеотпатрулированадмитрий юрьевич шемяка   —   великий князь московский также князь углицкий князь галицкий сын великий князь московский юрий дмитриевич княгиня анастасия юрьевна дочь последний великий князь смоленский юрий святославич главный участник междоусобный война второй четверть xv век 32 95 194 195 212 летопись дмитрий юрьевич упоминаться 1433 год 106 точный дата рождение неизвестный 106 литература встречаться указание разный год,точный дата рождение неизвестный 106 литература встречаться указание разный год летопись дмитрий юрьевич упоминаться 1433 год 106состояниеотпатрулированадмитрий юрьевич шемяка   —   великий князь московский также князь углицкий князь галицкий сын великий князь московский юрий дмитриевич княгиня анастасия юрьевна дочь последний великий князь смоленский юрий святославич главный участник междоусобный война второй четверть xv век 32 95 194 195 212,0.904771089553833,5,0.5714285714285714
32,иван иванович молодой   —   удельный князь тверской сын наследник великий князь московский иван iii васильевич первый жена мария борисовна дочь великий князь тверской борис александрович сестра править тверь михаил борисович племянник михаил борисович который не сын претендовать наследование великий княжество тверскогораживаться 15 февраль 1458 год,рождаться 15 февраль 1458 год племянник михаил борисович который не сын претендовать наследование великий княжество тверскогоиван иванович молодой   —   удельный князь тверской сын наследник великий князь московский иван iii васильевич первый жена мария борисовна дочь великий князь тверской борис александрович сестра править тверь михаил борисович,0.9046511054039,5,0.5714285714285714
33,василий iii иванович прямой имя гавриил постриг варлаам   —   великий князь владимирский московский 1505  —  1533 государь весь русь сын иван iii великий софия палеолог отец иван iv грозный период правление продолжаться процесс собирание русский земля централизованный русский государство входить псков смоленск рязань,период правление продолжаться процесс собирание русский земля централизованный русский государство входить псков смоленск рязань сын иван iii великий софия палеолог отец иван iv грозноговасилий iii иванович прямой имя гавриил постриг варлаам   —   великий князь владимирский московский 1505  —  1533 государь весь русь,0.8959710597991943,5,0.6666666666666666
34,федор i иванович известный также имя феодор блаженный рождаться федор иван грозный повелеть построить церковь феодоровский монастырь город переславль залесский храм честь феодор стратилат становиться главный собор монастырь сохраняться настоящий время,храм честь феодор стратилат становиться главный собор монастырь сохраняться настоящий временикогда рождаться федор иван грозный повелеть построить церковь феодоровский монастырь город переславль залесскийфедор i иванович известный также имя феодор блаженный,0.9000716805458069,5,0.0
35,ирина федоровна урождать годунов иночество александр   —   сестра борис годунов супруга царь федор і иоаннович номинальный правительница русский престол смерть федор і иоаннович избрание царь борис годунов 16 январь 21 февраль 1598 годао дата место рождение сведение взять царский палата возраст семь год воспитываться брак,взять царский палата возраст семь год воспитываться бракао дата место рождение сведение нетирина федоровна урождать годунов иночество александр   —   сестра борис годунов супруга царь федор і иоаннович номинальный правительница русский престол смерть федор і иоаннович избрание царь борис годунов 16 январь 21 февраль 1598 год,0.902153730392456,5,0.5
36,борис федорович годунов государев родословец составлять около 1555 год дмитрий зерно   «  сын иван констянтин шея бездетный дмитрей иван дмитреевич ребенок федор сабур данило подольский бездетный иван годун  »,иван дмитреевич ребенок федор сабур данило подольский бездетный иван годун  »   государев родословец составлять около 1555 год дмитрий зерно   «  сын иван констянтин шея бездетный дмитрейборис федорович годунов,0.8990115523338318,5,0.75
37,федор ii борисович сф,ф сфедор ii борисович,0.7730668783187866,5,0.0
38,василий иванович шуйский низложение жить плен поляковпоследний представитель род рюрикович российский престол,последний представитель род рюрикович российский престол низложение жить плен поляковвасилий иванович шуйский,0.915444314479828,5,0.0
39,князь дмитрий тимофеевич трубецкой шенкурский державецвместе дмитрий пожарский кузьма минин руководить освобождение поляков столица причем время изгнание поляк избрание михаил федорович избирать правитель государство свой деятельность получать титул   «  спаситель отечество  »   претендент царский престол земский собор 1613 год,свой деятельность получать титул   «  спаситель отечество  »   претендент царский престол земский собор 1613 годавместе дмитрий пожарский кузьма минин руководить освобождение поляков столица причем время изгнание поляк избрание михаил федорович избирать правитель государствакнязь дмитрий тимофеевич трубецкой шенкурский державец,0.9207772016525269,5,0.6
40,михаил федорович 1613годарод романов принадлежать число древний семья московский боярство первый известный летопись представитель род несколько род  —   андрей иванович иметь прозвище кобыла 1347 год находиться служба великий владимирский московский князь симеон иванович гордый,первый известный летопись представитель род несколько род  —   андрей иванович иметь прозвище кобыла 1347 год находиться служба великий владимирский московский князь симеон иванович гордогород роман принадлежать число древний семья московский боярствамихаил федорович 1613года,0.8802515268325806,5,1.0
41,патриарх филарет разрядный книга свидетельствовать февраль 1585 год будущий патриарх участник прием дворец литовский посол лев сапег следующий год иметь чин боярин исполнять обязанность нижегородский наместник 1593  —  1594 год федор никитич упоминаться псковский наместник,1593  —  1594 год федор никитич упоминаться псковский наместник разрядный книга свидетельствовать февраль 1585 год будущий патриарх участник прием дворец литовский посол лев сапег следующий год иметь чин боярин исполнять обязанность нижегородский наместникапатриарх филарет,0.9360866546630859,5,0.8888888888888888
42,федор iii алексеевич федор алексеевич третий сын царь алексей михайлович царица мария милославский крестить имя святой феодор стратилат март 1669 год умирать мать,март 1669 год умирать матьфедор алексеевич третий сын царь алексей михайлович царица мария милославский крестить имя святой феодор стратилатафедор iii алексеевич,0.8805454969406128,5,0.5
43,иоанн   —   русский царь 1682  —  1696 год династия роман сын царь алексей михайлович тихий царица мария ильинична милославский старший единокровный брат соправитель петр i,старший единокровный брат соправитель петр i сын царь алексей михайлович тихий царица мария ильинична милославскойиоанн   —   русский царь 1682  —  1696 год династия роман,0.9244513511657716,5,0.75
44,анна иоанновна 1710 год выдавать замуж герцог курляндский фридрих вильгельм овдоветь 25 месяц свадьба анна отправлять петр i курляндия смерть петр ii приглашать 1730 год российский престол верховный тайный совет монарх полномочие ограничивать польза аристократ  — «  верховник  »   поддержка дворянин восстанавливать абсолютизм распускать верховный тайный совет,смерть петр ii приглашать 1730 год российский престол верховный тайный совет монарх полномочие ограничивать польза аристократ  — «  верховник  »   поддержка дворянин восстанавливать абсолютизм распускать верховный тайный совет овдоветь 25 месяц свадьба анна отправлять петр i курляндиюанна иоанновна 1710 год выдавать замуж герцог курляндский фридрих вильгельм,0.8851432800292969,5,0.5555555555555556
45,иван vi   —   российский император брауншвейгский ветвь династия роман царствовать октябрь 1740 ноябрь 1741 год правнук иван v,правнук иван v царствовать октябрь 1740 ноябрь 1741 годаиван vi   —   российский император брауншвейгский ветвь династия роман,0.90522438287735,5,1.0
46,состояниеотпатрулированаелизавета петровна младший дочь петр i екатерина i рожать год вступление брак руководить страна время главный европейский конфликт свой время война австрийский наследство семилетний война время правление обследовать заселять земля сибирь,время правление обследовать заселять земля сибирь руководить страна время главный европейский конфликт свой время война австрийский наследство семилетний войнысостояниеотпатрулированаелизавета петровна младший дочь петр i екатерина i рожать год вступление брак,0.9146324396133424,5,1.0
47,состояниеотпатрулированапетр iii федорович   —   император всероссийский 1762 первый представитель гольштейн готторп романовский династия российский престол c 1745 год  —   владетельный герцог гольштейн готторпский внук петр i  —   сын дочь анна карл фридрих гольштейн готторпский,внук петр i  —   сын дочь анна карл фридрих гольштейн готторпский c 1745 год  —   владетельный герцог гольштейн готторпскийсостояниеотпатрулированапетр iii федорович   —   император всероссийский 1762 первый представитель гольштейн готторп романовский династия российский престол,0.9308074116706848,5,0.7142857142857143
48,георгий евгеньевич львов старший брат алексей 1896 год возглавлять московский училище живопись брат владимир руководить 1901 год московский главный архив мид,брат владимир руководить 1901 год московский главный архив мид старший брат алексей 1896 год возглавлять московский училище живописигеоргий евгеньевич львов,0.9003123044967651,5,0.8
49,александр федорович керенский 1917 год свергать временный правительство безуспешный попытка вернуть власть слагать весь полномочие июнь 1918 год   —   эмиграциис отцовский сторона предок александр керенский происходить среда провинциальный духовенство,отцовский сторона предок александр керенский происходить среда провинциальный духовенство июнь 1918 год   —   эмиграцииалександр федорович керенский 1917 год свергать временный правительство безуспешный попытка вернуть власть слагать весь полномочие,0.8966214656829834,5,0.8
50,лев борисович каменев 1922 год  —   заместитель председатель снк сто смерть ленин  —   председатель сто январь 1926 год член цк 1917  —  1927 год член политбюро цк 1919  —  1926 год затем кандидат член политбюро член цик председатель вцик ссср,член цик председатель вцик ссср член цк 1917  —  1927 год член политбюро цк 1919  —  1926 год затем кандидат член политбюролев борисович каменев 1922 год  —   заместитель председатель снк сто смерть ленин  —   председатель сто январь 1926 год,0.9132092595100404,5,0.7777777777777778
51,яков михайлович свердлов партийный псевдоним андрей андрей уральский товарищ андрей макс махровый михаил пермяков михалыч смирнов др прима,свердлов партийный псевдоним андрей андрей уральский товарищ андрей макс махровый михаил пермяков михалыч смирнов дряк михайлович прима,0.9553270936012268,5,0.0
52,состояниеотпатрулированаиосиф виссарионович сталин   —   российский революционер советский политический государственный военный партийный деятель 21 январь 1924 5 март 1953  —   руководитель ссср маршал советский союз генералиссимус советский союз,маршал советский союз генералиссимус советский союз 21 январь 1924 5 март 1953  —   руководитель сссрсостояниеотпатрулированаиосиф виссарионович сталин   —   российский революционер советский политический государственный военный партийный деятель,0.9287479519844056,5,1.0
53,«  большой российский энциклопедия  » —   российский универсальный энциклопедия русский язык издание состоять 35 нумеровать   «  россия  »   содержать 80 тысяча статья энциклопедия издаваться 2004 2017 год научный издательство   «  большой российский энциклопедия  »,энциклопедия издаваться 2004 2017 год научный издательство   «  большой российский энциклопедия  »   издание состоять 35 нумеровать   «  россия  »   содержать 80 тысяча статья  «  большой российский энциклопедия  » —   российский универсальный энциклопедия русский язык,0.9356387257575988,5,1.0
54,великий княжество владимирский 1157года   —   суздальский княжество  —   русский княжество xii  —  xivвеков становиться ядро современный российский государствавый узкий смысл  —   территория который лично владеть великий князь владимирский широкий смысл  —   территория весь княжество выделяться владимирский зависимый владимирский князь середина xiii век сюзеренитет великий князь владимирский признавать также новгородский небольшой перерыв псковский республика,великий княжество владимирский 1157года   —   суздальский княжество  —   русский княжество xii  —  xivвеков становиться ядро современный российский государствавый узкий смысл  —   территория который лично владеть великий князь владимирский широкий смысл  —   территория весь княжество выделяться владимирский зависимый владимирский князь,0.9626457691192628,4,0.7142857142857143
55,новгородский республика   —   севернорусский средневековый государство существовать 1136 год 1478 год период большой расцвет кроме новгородский земля узкий смысл включать также территория балтийский море запад уральский гора восток белый море север верховье волга западный двина юг находиться 1245 год сюзеренитет великий князь владимирский титул который xiv век становиться наследовать исключительно московский князь новгородский республика 1478 год завоевывать иван iii полностью входить состав централизованный русский государство,новгородский республика   —   севернорусский средневековый государство существовать 1136 год 1478 год период большой расцвет кроме новгородский земля узкий смысл включать также территория балтийский море запад уральский гора восток белый море север верховье волга западный двина юг,0.948339343070984,4,0.36363636363636365
56,великий княжество литовский  —   восточноевропейский государство существовать середина xiii век 1795 год территория современный белоруссия обширный земля русь попадать власть великий княжество литовский составлять львиный доля территория именоваться литовский русьюс 1385 год находиться личный уния королевство польский 1569 год  —   сеймовый люблинский уния состав федеративный речь посполивать,великий княжество литовский  —   восточноевропейский государство существовать середина xiii век 1795 год территория современный белоруссия обширный земля русь попадать власть великий княжество литовский составлять львиный доля территория именоваться литовский русь,0.958939790725708,4,0.5555555555555556
57,великий княжество московский  —   средневековый русский княжество существовать 1263 1478 год первоначально удел великий княжество владимирский соперничать удельный княжество великокняжеский ярлык выдавать ордынский хан возвышение москва укрепление авторитет русь способствовать перенос кафедра киевский митрополит петр владимир москва 1325 год,великий княжество московский  —   средневековый русский княжество существовать 1263 1478 год первоначально удел великий княжество владимирский соперничать удельный княжество великокняжеский ярлык выдавать ордынский хан,0.954934537410736,4,0.5
58,олег   —   князь новгородский 879 год великий князь киевский 882 годаполучать власть новгородский земля смерть рюрик регент малолетний сын игорь олег захватить киев перенести туда столица объединять самый главный центр восточный славянин,олег   —   князь новгородский 879 год великий князь киевский 882 годаполучать власть новгородский земля смерть рюрик регент малолетний сын игорь олег захватить киев перенести туда столица объединять самый главный центр восточный славянин,0.9999999403953552,4,1.0
59,святослав ярославич крещение николай год  : «  родисить третий сын ярослава нареча имя святослав  »   второй 1054 год ярослав поделить русь сын,святослав ярославич крещение николай год  : «  родисить третий сын ярослава нареча имя святослав  »,0.9696817994117736,4,0.5
60,святополк 1069 год отец посадить святополк полоцк место умерший мстислав 1071 год всеслав брячиславич прежний князь полоцкий вернуть волость,святополк 1069 год отец посадить святополк полоцк место умирать мстислав,0.9515977501869202,4,0.25
61,владимир всеволодович моном государственный деятель военачальник писатель мыслитель сохраняться печать владимир моном использовать также титул архонт весь земля русский манер византийский титулавладимир моном сын князь всеволод ярославич,владимир всеволодович моном государственный деятель военачальник писатель мыслитель сохраняться печать владимир моном использовать также титул архонт весь земля русский манер византийский титул,0.9733271598815918,4,1.0
62,ярополк владимирович   —   сын владимир моном князь переяславский великий князь киевский 1132 распадаться единый древнерусский государствоярополк рождаться вероятный чернигов княжить отец владимир моном,ярополк владимирович   —   сын владимир моном князь переяславский великий князь киевский 1132 распадаться единый древнерусский государство,0.9470769762992859,4,1.0
63,всеволод ольгович всеволод старший сын князь олег святославич 1111 год вместе князь принимать участие поход половцев,всеволод ольгович всеволод старший сын князь олег святославич,0.9610811471939088,4,0.0
64,ростислав мстиславич сын мстислав внук владимир моном мать  —   христина шведский дочь шведский король инга старшегоростислав хороший блюститель народный вечевой право,ростислав мстиславич сын мстислав внук владимир моном мать  —   христина шведский дочь шведский король инга старший,0.962067484855652,4,1.0
65,глеб юрьевич   —   князь переяславский киевский сын юрий долгорукий брак дочь половецкий хан аеп брат андрей боголюбскоговпервые упоминаться летопись 1146 47 год год 24 февраль колтеск умирать брат курский князь иван,глеб юрьевич   —   князь переяславский киевский сын юрий долгорукий брак дочь половецкий хан аеп брат андрей боголюбскоговпервые упоминаться летопись 1146 47 год,0.9731881618499756,4,0.0
66,роман ростиславич 1151 год помогать изяслав мстиславич отстаивать киев юрий долгорукий содействовать поражение последний река рута защищать чернигов следующий год помогать изяслава против святослав ольгович,роман ростиславич 1151 год помогать изяслав мстиславич отстаивать киев юрий долгорукий содействовать поражение последний река рута защищать чернигов,0.9711325764656068,4,0.75
67,рюрик ростиславичпосле смерть отец 1167 год рюрик оставаться княжить овруч вытребовать владение новый киевский князь свой двоюродный брат мстислав изяславич конфликт киевский волость воспользоваться андрей боголюбский 1169 год взять киев свой брат глеб юрьевич,рюрик ростиславичпосле смерть отец 1167 год рюрик оставаться княжить овруч вытребовать владение новый киевский князь свой двоюродный брат мстислав изяславич,0.9557345509529114,4,0.5
68,ростислав рюрикович происходить время пребывание   «  лучина  »   путь новгород смоленск сообщаться ипатьевский летопись сюжет 1173 год 1172 год   «  дасть отець лучина город родися  »,ростислав рюрикович происходить время пребывание   «  лучина  »   путь новгород смоленск сообщаться ипатьевский летопись сюжет 1173 год 1172 год   «,0.9747009873390198,4,1.0
69,ярослав рождаться 8 февраль 1191г переяславль залесский 27 апрель 1194г,ярослав рождаться 8 февраль 1191г переяславль залесский,0.9574118852615356,4,0.3333333333333333
70,ростислав мстиславич  —   занимать смоленский престол смерть мстислав давыдович 1230 год 1232 год изгонять святослав мстиславич приходить полоцкий войско,ростислав мстиславич  —   занимать смоленский престол смерть мстислав давыдович 1230 год,0.9595838785171508,4,0.3333333333333333
71,даниил романович ефросинья анныпосле гибель отец 1205 год становиться галицкий князь вскоре лишаться престол 1215 год княжить волынь 1231 год завершать объединение волынский земля,даниил романович ефросинья анныпосле гибель отец 1205 год становиться галицкий князь вскоре лишаться престол,0.9661626815795898,4,0.5
72,александр ярославич невский мстиславна торопецкий княжна дочь князь новгородский галицкий мстислав удатный мнение историк ю,александр ярославич невский мстиславна торопецкий княжна дочь князь новгородский галицкий мстислав удатный,0.9735932350158693,4,0.0
73,юрий третий сын великий князь владимирский всеволод юрьевич большой гнездо первый брак мария шварновный канонизировать русский православный церковь лик благоверный князь,юрий третий сын великий князь владимирский всеволод юрьевич большой гнездо первый брак мария шварновный,0.9653033614158628,4,0.0
74,константин всеволодович 1205 год находиться отец присутствовать представитель последний освящение церковь владимир участвовать 1198 год поход дон половцев конец 1190 х год недолго княжить переяславль южный,константин всеволодович 1205 год находиться отец присутствовать представитель последний освящение церковь владимир участвовать 1198 год поход дон половцев,0.9719292521476746,4,0.8
