Unnamed: 0,original,scored_text,distance,score,tfidf_distance,laser_distance,use_distance,fasttext_distance,bert_distance,ner_custom_overlap,ner_overlap
10,ростислав мстисол сын мстислав внук владимир моном мать     —      христина шведский дочь шведский король инга старшегоростислав хороший блюститель народный вечевой право,ростислав хороший блюститель народный вечевой право мать     —      христина шведский дочь шведский король инга старшегоростислав мстисол сын мстислав внук владимир моном,0.9122120141983032,5,1.0,0.9439932107925416,0.997807800769806,0.9964637756347656,0.8963771999999999,0.9230769230769232,0.3333333333333333
11,глеб юрий      —      князь переяславский киевский сын юрий долгорукий брак дочь половецкий хан аеп брат андрей боголюбскоговпервые упоминаться летопись 1146 47 год год 24 февраль колтеск умирать брат курский князь иван,год 24 февраль колтеск умирать брат курский князь иванвпервые упоминаться летопись 1146 47 годуглеб юрий      —      князь переяславский киевский сын юрий долгорукий брак дочь половецкий хан аеп брат андрей боголюбский,0.8873586058616638,5,0.9189142643804732,0.9326207041740416,0.9816603064537048,0.9650723338127136,0.8620796000000001,0.8571428571428571,1.0
12,роман ростисать 1151 год помогать изяслав мстисол отстаивать киев юрий долгорукий содействовать поражение последний река рута защищать чернигов следующий год помогать изяслав против святослав ольгович,следующий год помогать изяслав против святослав ольговичавый 1151 год помогать изяслав мстисол отстаивать киев юрий долгорукий содействовать поражение последний река рута защищать черниговроман ростисол,0.9196146130561828,5,0.9336279707557148,0.9520491957664491,0.9608340859413148,0.960882306098938,0.89836544,0.8,1.0
13,рюрик ростиславичпосле смерть отец 1167 год рюрик оставаться княжить овруч вытребовать владение новый киевский князь свой двоюродный брат мстислав изясти конфликт киевский волость воспользоваться андрей боголюбский 1169 год взять киев свой брат глеб юрий,конфликт киевский волость воспользоваться андрей боголюбский 1169 год взять киев свой брат глеб юрьевичапосле смерть отец 1167 год рюрик оставаться княжить овруч вытребовать владение новый киевский князь свой двоюродный брат мстислав изяславичарюрик ростисол,0.9018374681472778,5,0.9433905595900748,0.9335536360740662,0.9775670766830444,0.9781765937805176,0.8650204,0.9285714285714286,0.7142857142857143
14,"ростислав рюрик происходить время пребывание      «     лучина     »      путь новгород смоленск сообщаться ипатьевский летопись сюжет 1173 год 1172 год      «     дасть отець лучина город родися     »
",дасть отець лучина город родисить     »      1172 год      «     ростислав рюрик происходить время пребывание      «     лучина     »      путь новгород смоленск сообщаться ипатьевский летопись сюжет 1173 год,0.919216513633728,5,0.9490738058887972,0.928852915763855,0.9678418040275574,0.9946107864379884,0.88821733,1.0,0.4
15,ярослав рождаться 8 февраль 1191г переяславль залесский 27 апрель 1194г,27 апрель 1194г переяславль залесскомярослав рождаться 8 февраль 1191г,0.9082199931144714,5,0.9207329027543694,0.9070463776588441,0.9701111316680908,0.9725868701934814,0.86836755,0.5,0.6666666666666666
16,ростислав мстисол     —      занимать смоленский престол смерть мстислав давыд 1230 год 1232 год изгонять святослав мстисол приходить полоцкий войско,"1232 год изгонять святослав мстисол приходить полоцкий войскамизанимать смоленский престол смерть мстислав давыд 1230 годуростислав мстисол     — 
",0.8921184539794922,5,0.9094995495070336,0.9204335808753968,0.950594127178192,0.9607428312301636,0.85305595,1.0,0.4
17,даниил роман ефросинья анныпосле гибель отец 1205 год становиться галицкий князь вскоре лишаться престол 1215 год княжить волынить 1231 год завершать объединение волынский земля,1215 год княжить волынить 1231 год завершать объединение волынский земельпосле гибель отец 1205 год становиться галицкий князь вскоре лишаться престоладаниил роман ефросинья анна,0.8938224315643309,5,0.8989208106406259,0.9078612327575684,0.9700652956962584,0.9791898727416992,0.85010755,0.875,1.0
18,александр ярослав невский мстиславный торопецкий княжна дочь князь новгородский галицкий мстислав удатный мнение историк ю,мнение историк ю 1 мстиславный торопецкий княжна дочь князь новгородский галицкий мстислав удатногоалександр ярослав невский комма,0.9249184131622314,5,0.9376774732142236,0.9146000742912292,0.9347970485687256,0.7987926006317139,0.87209344,0.9090909090909092,0.0
19,юрий сын великий князь владимирский всеволод юрий большой гнездо брак мария шварновный канонизировать русский православный церковь лик благоверный князь,канонизировать русский православный церковь лик благоверный князейтретие сын великий князь владимирский всеволод юрий большой гнездо брак мария шварновнойюрий,0.9039799571037292,5,0.9353726983001818,0.8940576910972595,0.9766180515289308,0.965145468711853,0.8277859000000001,0.8,0.5
20,константин всеволод 1205 год находиться отец присутствовать представитель последний освящение церковь владимир участвовать 1198 год поход дон половцев конец 1190 х год недолго княжить переяславль южный,конец 1190 х год недолго княжить переяславль южный 1205 год находиться отец присутствовать представитель последний освящение церковь владимир участвовать 1198 год поход дон половцевконстантин всеволод,0.9087395668029784,5,0.960701224273639,0.9274798631668092,0.9955058097839355,0.9952465891838074,0.9133173000000001,0.75,0.8333333333333334
21,святослав всеволод февраль собор владимирский святыхв январь 1200 год назначать княжение новгород затем сменить старший брат константин 1205 год снова вернуться новгород 9 февраль 1208 год однако следующий зима святослав захватить приглашать княжение мстислав удатный новгородец освобождать поход владимирский войско глава старший всеволод торжок,однако следующий зима святослав захватить приглашать княжение мстислав удатный новгородец освобождать поход владимирский войско глава старший всеволод торжок снова вернуться новгород 9 февраль 1208 годасвятослав всеволод февраль собор владимирский святыхв январь 1200 год назначать княжение новгород затем сменить старший брат константин 1205 год,0.9014404416084292,5,0.9913699771911464,0.9382689595222472,0.9879518151283264,0.9943797588348388,0.8877528,1.0,0.625
22,василий ярослав младший сын ярослав всеволод великий князь киевский владимирскогораживаться город владимир,рождаться город владимир младший сын ярослав всеволод великий князь киевский владимирскоговасилие ярослав,0.8910274505615234,5,0.8247649281707162,0.9459070563316344,0.9520609378814696,0.974953293800354,0.8279933,0.8571428571428571,0.5
23,андрей александр андрей городецкий род рюрик сын александр невский завещание отец получать удел выделять состав суздальский городецкий княжество который оставаться владение самый смерть,завещание отец получать удел выделять состав суздальский городецкий княжество который оставаться владение самый смертииз род рюрик сын александр невскогоандрей александр андрей городецкий,0.8681891560554504,5,0.9573096960859592,0.8567140102386475,0.9810577630996704,0.9573945403099059,0.85426295,0.9,0.0
24,это статья тверская великий владимирский князь московский князь около год занимать владимирский престол сантиметр михаил ярослав хоробритмихаил ярослав,михаил ярослав хоробритмихаил ярослав московский князь около год занимать владимирский престол смэтый статья тверская великий владимирский князь,0.908312439918518,5,0.910135542642465,0.8932625651359558,0.9591969847679138,0.8890177607536316,0.85120213,1.0,0.5
25,юрий      —      московский князь 1303     —     1325 великий князь владимирский 1318     —     1322 князь новгородский 1322     —     1325старший сын московский князь даниил александр внук александр невский княжить переславль залесский 1303год     —      москва,княжить переславль залесский 1303год     —      москвестарший сын московский князь даниил александр внук александр невскогоюрий      —      московский князь 1303     —     1325 великий князь владимирский 1318     —     1322 князь новгородский 1322     —     1325,0.9076042175292968,5,0.9102120007708128,0.9469671845436096,0.992764174938202,0.9892588257789612,0.87047845,0.7857142857142857,0.5
26,александр михайло убивать орда вместе сын федоромть 1318 год великий князь тверская михаил ярослав отправляться орда разделять свой вотчина александр старший брат дмитрий грозный око,1318 год великий князь тверская михаил ярослав отправляться орда разделять свой вотчина александр старший брат дмитрий грозный око убивать орда вместе сын федоромалександр михайло,0.8966171145439148,5,0.9599293392003968,0.9352290630340576,0.981103539466858,0.9973463416099548,0.8956346,0.9166666666666666,0.75
27,семён иван весь князь владимирский русь не желать наследник калить     —      симеон иван     —      предлагать хан выдавать ярлык великий княжение владимирский константин василий суздальский старший лествичный правупока симеон находиться орда москва вспыхивать крупный рознь боярин вызывать смерть московский тысяцкий протасий фёдор который тысяцкий даниил александр юрий иван даниил,пока симеон находиться орда москва вспыхивать крупный рознь боярин вызывать смерть московский тысяцкий протасий фёдор который тысяцкий даниил александр юрий иван даниил весь князь владимирский русь не желать наследник калить     —      симеон иван     —      предлагать хан выдавать ярлык великий княжение владимирский константин василий суздальский старший лествичный правусемён иван,0.8888435363769531,5,0.9725034224782328,0.9189184904098512,0.9945137500762941,0.9889597296714784,0.8707953000000002,0.9411764705882352,0.3333333333333333
28,дмитрий иван сын князь иван ii красный жена княгиня александр ивановныть правление дмитрий московский княжество становиться главный центр объединение русский земля владимирский великий княжество становиться наследственный собственность московский князь хотя это из-под влияние выходить тверская смоленский княжество,правление дмитрий московский княжество становиться главный центр объединение русский земля владимирский великий княжество становиться наследственный собственность московский князь хотя это из-под влияние выходить тверская смоленский княжество сын князь иван ii красный жена княгиня александр ивановныдмитрий иван,0.9086259007453918,5,0.9744983809163084,0.9258093237876892,0.9977645277976991,0.9971373677253724,0.8941203000000001,1.0,0.75
29,василий i дмитрий      —      великий князь московский владимирский 1389 год старший сын дмитрий иван донский великий княгиня евдокия дочь великий князь нижегородский суздальский дмитрий константин женатый софья     —      единственный дочь великий князь литовский витовтарождаться день празднование память святой василий кесарийский получать имя честь дальнейший изображать свой печать,родиться день празднование память святой василий кесарийский получать имя честь дальнейший изображать свой печать женатый софья     —      единственный дочь великий князь литовский витовтавасилие i дмитрий      —      великий князь московский владимирский 1389 год старший сын дмитрий иван донский великий княгиня евдокия дочь великий князь нижегородский суздальский дмитрий константин,0.8894358277320862,5,0.9776348088330512,0.9233304858207704,0.9886598587036132,0.9977350234985352,0.86936706,0.8823529411764706,0.6666666666666666
30,юрий дмитрий юрий очень популярный удачливый полководец опытный дипломат также покровитель искусство литература женатый анастасий дочь великий князь смоленский юрий святосол,женатый анастасий дочь великий князь смоленский юрий святосол юрий очень популярный удачливый полководец опытный дипломат также покровитель искусство литературыюрий дмитрий,0.9106394648551941,5,0.9656581295925204,0.9052203297615052,0.9840654134750366,0.9801247119903564,0.8797208000000001,1.0,0.0
31,состояниеотпатрулированадмитрий юрий шемякнуть      —      великий князь московский также князь углицкий князь галицкий сын великий князь московский юрий дмитрий княгиня анастасий юрий дочь последний великий князь смоленский юрий святосол главный участник междоусобный война четверть xv век 32 95 194 195 212 летопись дмитрий юрий упоминаться 1433 год 106 точный дата рождение неизвестный 106 литература встречаться указание разный год,точный дата рождение неизвестный 106 литература встречаться указание разный год летопись дмитрий юрий упоминаться 1433 год 106состояниеотпатрулированадмитрий юрий шемякнуть      —      великий князь московский также князь углицкий князь галицкий сын великий князь московский юрий дмитрий княгиня анастасий юрий дочь последний великий князь смоленский юрий святосол главный участник междоусобный война четверть xv век 32 95 194 195 212,0.904771089553833,5,0.9798843320237942,0.937050759792328,0.996337115764618,0.997546136379242,0.8983890999999999,1.0,0.3333333333333333
32,иван иван молодая      —      удельный князь тверская сын наследник великий князь московский иван iii василий жена мария борис дочь великий князь тверская борис александр сестра править тверь михаил борис племянник михаил борис который не сын претендовать наследование великий княжество тверскогораживаться 15 февраль 1458 год,рождаться 15 февраль 1458 год племянник михаил борис который не сын претендовать наследование великий княжество тверскогоиван иван молодая      —      удельный князь тверская сын наследник великий князь московский иван iii василий жена мария борис дочь великий князь тверская борис александр сестра править тверь михаил борис,0.9046511054039,5,0.9720914020048532,0.91998028755188,0.9923658967018129,0.9936242699623108,0.8654255,0.9473684210526316,0.5
33,василий iii иван прямая имя гавриил постриг варлаа      —      великий князь владимирский московский 1505     —     1533 государь весь русь сын иван iii великий софия палеолог отец иван iv грозный период правление продолжаться процесс собирание русский земля централизовать русский государство входить псков смоленск рязань,период правление продолжаться процесс собирание русский земля централизовать русский государство входить псков смоленск рязань сын иван iii великий софия палеолог отец иван iv грозноговасилие iii иван прямая имя гавриил постриг варлаа      —      великий князь владимирский московский 1505     —     1533 государь весь русь,0.8959710597991943,5,0.9816240521828132,0.9222830533981324,0.9914787411689758,0.9960902333259584,0.88140583,0.9473684210526316,0.3333333333333333
34,фёдор i иван известный также имя феодора блаженный рождаться фёдор иван грозный повелеть построить церковь феодоровский монастырь город переславль залесский храм честь феодора стратилат становиться главный собор монастырь сохраняться настоящий время,храм честь феодора стратилат становиться главный собор монастырь сохраняться настоящий временикогда рождаться фёдор иван грозный повелеть построить церковь феодоровский монастырь город переславль залесскийфедора i иван известный также имя феодора блаженный,0.9000716805458069,5,0.9702502287377128,0.9358073472976683,0.989788055419922,0.9807268977165222,0.8654748999999999,0.8333333333333334,0.0
35,ирина фёдор урождать годунов иночество александр      —      сестра борис годунов супруг царь фёдор і иоанн номинальный правительница русский престол смерть фёдор і иоанн избрание царь борис годунов 16 январь 21 февраль 1598 годао дата место рождение сведение взять царский палата возраст семь год воспитываться брак,взять царский палата возраст семь год воспитываться бракао дата место рождение сведение нетирина фёдор урождать годунов иночество александр      —      сестра борис годунов супруг царь фёдор і иоанн номинальный правительница русский престол смерть фёдор і иоанн избрание царь борис годунов 16 январь 21 февраль 1598 год,0.902153730392456,5,0.9663641628630676,0.9452568888664246,0.9861054420471193,0.992336630821228,0.8828391,0.9166666666666666,0.6666666666666666
36,"борис фёдор годунов государев родословец составлять около 1555 год дмитрий зерно      «     сын иван констянтина шея бездетный дмитрей иван дмитрей ребёнок фёдор сабур данило подольский бездетный иван годун     »
",иван дмитрей ребёнок фёдор сабур данило подольский бездетный иван годун     »      государев родословец составлять около 1555 год дмитрий зерно      «     сын иван констянтина шея бездетный дмитрейборис фёдор годунов,0.8990115523338318,5,0.9718522206042038,0.9576234817504884,0.984117329120636,0.9903953075408936,0.8987438,0.9333333333333332,0.6666666666666666
37,фёдор ii борис сф,ф сфедора ii борис,0.7730668783187866,5,0.6848359985880226,0.8914570808410645,0.8607758879661559,0.5535987615585327,0.79907656,0.5,0.0
38,василий иван шуйский низложение жить плена поляковпоследний представитель род рюрик российский престол,последний представитель род рюрик российский престол низложение жить плена поляковвасилие иван шуйский,0.915444314479828,5,0.8673392850449616,0.916392982006073,0.9177772402763368,0.9634475708007812,0.86198384,0.8,0.0
39,князь дмитрий тимофей трубецкой шенкурский державецвместо дмитрий пожарский кузьма минин руководить освобождение поляков столица причём время изгнание поляк избрание михаил фёдор избирать правитель государство свой деятельность получать титул      «     спаситель отечество     »      претендент царский престол земский собор 1613 год,свой деятельность получать титул      «     спаситель отечество     »      претендент царский престол земский собор 1613 годавместе дмитрий пожарский кузьма минин руководить освобождение поляков столица причём время изгнание поляк избрание михаил фёдор избирать правитель государствакнязь дмитрий тимофей трубецкой шенкурский державец,0.9207772016525269,5,0.9691585895418264,0.9278714656829834,0.9669316411018372,0.9689928293228148,0.8803332,0.8571428571428571,0.6
40,михаил фёдор 1613годарод роман принадлежать число древний семья московский боярство известный летопись представитель род несколько род     —      андрей иван иметь прозвище кобыла 1347 год находиться служба великий владимирский московский князь симеон иван гордый,известный летопись представитель род несколько род     —      андрей иван иметь прозвище кобыла 1347 год находиться служба великий владимирский московский князь симеон иван гордогород роман принадлежать число древний семья московский боярствамихаил фёдор 1613год,0.8802515268325806,5,0.9227290013749898,0.936076819896698,0.97542804479599,0.9927753806114196,0.8615089,0.6666666666666666,1.0
41,патриарх филарет разрядный книга свидетельствовать февраль 1585 год будущий патриарх участник приём дворец литовский посол левый сапегий следующий год иметь чин боярин исполнять обязанность нижегородский наместник 1593     —     1594 год фёдор никита упоминаться псковский наместник,1593     —     1594 год фёдор никита упоминаться псковский наместник разрядный книга свидетельствовать февраль 1585 год будущий патриарх участник приём дворец литовский посол левый сапегий следующий год иметь чин боярин исполнять обязанность нижегородский наместникапатриарх филарет,0.9360866546630859,5,0.9707702346388556,0.9291593432426452,0.967987895011902,0.9963841438293456,0.91603416,1.0,0.8888888888888888
42,фёдор iii алексей фёдор алексей сын царь алексей михайло царица мария милославский крестить имя святой феодора стратилат март 1669 год умирать мать,март 1669 год умирать матьфедора алексей сын царь алексей михайло царица мария милославский крестить имя святой феодора стратилатафедора iii алексей,0.8805454969406128,5,0.9219389366359134,0.9256016612052916,0.9669135808944702,0.8997904062271118,0.83598334,0.8,1.0
43,иоанн      —      русский царь 1682     —     1696 год династия роман сын царь алексей михайло тихий царица мария илья милославский старший единокровный брат соправитель пётр i,старший единокровный брат соправитель пётр i сын царь алексей михайло тихий царица мария илья милославскойиоанн      —      русский царь 1682     —     1696 год династия роман,0.9244513511657716,5,0.9533880458875932,0.8921354413032532,0.9924895167350768,0.991770327091217,0.89202857,0.8461538461538461,0.25
44,анна иоанн 1710 год выдавать замуж герцог курляндский фридрих вильгельм овдоветь 25 месяц свадьба анна отправлять пётр i курляндия смерть пётр ii приглашать 1730 год российский престол верховный тайный совет монарх полномочие ограниченный польза аристократ     — «     верховникать     »      поддержка дворянин восстанавливать абсолютизм распускать верховный тайный совет,смерть пётр ii приглашать 1730 год российский престол верховный тайный совет монарх полномочие ограниченный польза аристократ     — «     верховникать     »      поддержка дворянин восстанавливать абсолютизм распускать верховный тайный совет овдоветь 25 месяц свадьба анна отправлять пётр i курляндиюать иоанн 1710 год выдавать замуж герцог курляндский фридрих вильгельм,0.8851432800292969,5,0.98008709059679,0.9209470748901368,0.9924017190933228,0.9928349256515504,0.84284097,1.0,0.625
45,иван vi      —      российский император брауншвейгский ветвь династия роман царствовать октябрь 1740 ноябрь 1741 год правнук иван v,правнук иван v царствовать октябрь 1740 ноябрь 1741 годаиван vi      —      российский император брауншвейгский ветвь династия роман,0.90522438287735,5,0.9853736615500096,0.9159902334213256,0.9909809231758118,0.9760170578956604,0.8715470999999999,0.8571428571428571,1.0
46,состояниеотпатрулированаелизавета пётр младший дочь пётр i екатерина i рожать год вступление брак руководить страна время главный европейский конфликт свой время война австрийский наследство семилетний война время правление обследовать заселять земля сибирь,время правление обследовать заселять земля сибирь руководить страна время главный европейский конфликт свой время война австрийский наследство семилетний войнысостояниеотпатрулированаелизавета пётр младший дочь пётр i екатерина i рожать год вступление брак,0.9146324396133424,5,0.96744167387658,0.8892802000045776,0.9905071854591371,0.9863026738166808,0.8848531,0.8888888888888888,1.0
47,состояниеотпатрулированапетра iii фёдор      —      император всероссийский 1762 представитель гольштейн готторп романовский династия российский престол c 1745 год     —      владетельный герцог гольштейн готторпский внук пётр i     —      сын дочь анна карл фридрих гольштейн готторпский,внук пётр i     —      сын дочь анна карл фридрих гольштейн готторпский c 1745 год     —      владетельный герцог гольштейн готторпскийсостояниеотпатрулированапетра iii фёдор      —      император всероссийский 1762 представитель гольштейн готторп романовский династия российский престол,0.9308074116706848,5,0.9651858164525238,0.9400969743728638,0.9947746396064758,0.9987404942512512,0.91767544,1.0,0.8333333333333334
48,георгий евгений левый старший брат алексей 1896 год возглавлять московский училище живопись брат владимир руководить 1901 год московский главный архив мид,брат владимир руководить 1901 год московский главный архив мид старший брат алексей 1896 год возглавлять московский училище живописигеоргий евгений левый,0.9003123044967651,5,0.933210087172028,0.931799054145813,0.9673871397972108,0.981701910495758,0.8784341,0.75,1.0
49,александр фёдор керенский 1917 год свергать временный правительство безуспешный попытка вернуть власть слагать весь полномочие июнь 1918 год      —      эмиграциис отцовский сторона предок александр керенский происходить среда провинциальный духовенство,отцовский сторона предок александр керенский происходить среда провинциальный духовенство июнь 1918 год      —      эмиграцииалександр фёдор керенский 1917 год свергать временный правительство безуспешный попытка вернуть власть слагать весь полномочие,0.8966214656829834,5,0.9732205196867626,0.90504252910614,0.9788668155670166,0.9943244457244872,0.88290125,1.0,0.8
50,левый борис каменеть 1922 год     —      заместитель председатель снк сто смерть ленин     —      председатель сто январь 1926 год член цк 1917     —     1927 год член политбюро цк 1919     —     1926 год затем кандидат член политбюро член цик председатель вцик ссср,член цик председатель вцик ссср член цк 1917     —     1927 год член политбюро цк 1919     —     1926 год затем кандидат член политбюролевый борис каменеть 1922 год     —      заместитель председатель снк сто смерть ленин     —      председатель сто январь 1926 год,0.9132092595100404,5,0.9855793677240468,0.9381823539733888,0.994012176990509,0.995499312877655,0.87912357,1.0,0.7777777777777778
51,яков михайло свердлов партийный псевдоним андрей андрей уральский товарищ андрей макс махровый михаил пермяк михаил смирнов др прима,свердлов партийный псевдоним андрей андрей уральский товарищ андрей макс махровый михаил пермяк михаил смирнов дряк михайло прима,0.9553270936012268,5,0.944015258178766,0.9763051867485046,0.9759695529937744,0.8452663421630859,0.9517677,0.9,0.0
52,состояниеотпатрулированаиосиф виссарион сталин      —      российский революционер советский политический государственный военный партийный деятель 21 январь 1924 5 март 1953     —      руководитель ссср маршал советский союз генералиссимус советский союз,маршал советский союз генералиссимус советский союз 21 январь 1924 5 март 1953     —      руководитель сссрсостояниеотпатрулированаиосиф виссарион сталин      —      российский революционер советский политический государственный военный партийный деятель,0.9287479519844056,5,0.9695596056259536,0.9141082167625428,0.9879711270332336,0.9951246976852416,0.86962515,1.0,1.0
53,"«     большой российский энциклопедия     » —      российский универсальный энциклопедия русский язык издание состоять 35 нумеровать      «     россия     »      содержимый 80 тысяча статья энциклопедия издаваться 2004 2017 год научный издательство      «     большой российский энциклопедия     »
",энциклопедия издаваться 2004 2017 год научный издательство      «     большой российский энциклопедия     »      издание состоять 35 нумеровать      «     россия     »      содержимый 80 тысяча статья     «     большой российский энциклопедия     » —      российский универсальный энциклопедия русский язык,0.9356387257575988,5,0.9999999999999996,0.9318581223487854,0.986932098865509,1.0,0.91930825,1.0,0.8333333333333334
54,великий княжество владимирский 1157год      —      суздальский княжество     —      русский княжество xii     —     xivвек становиться ядро современный российский государствавый узкий смысл     —      территория который лично владеть великий князь владимирский широкий смысл     —      территория весь княжество выделяться владимирский зависимый владимирский князь середина xiii век сюзеренитет великий князь владимирский признавать также новгородский небольшой перерыв псковский республика,великий княжество владимирский 1157год      —      суздальский княжество     —      русский княжество xii     —     xivвек становиться ядро современный российский государствавый узкий смысл     —      территория который лично владеть великий князь владимирский широкий смысл     —      территория весь княжество выделяться владимирский зависимый владимирский князь,0.9626457691192628,4,0.8966528879903494,0.9645141959190368,0.9697558283805848,0.9559239149093628,0.9451940000000001,0.8,0.75
55,новгородский республика      —      севернорусский средневековый государство существовать 1136 год 1478 год период большой расцвет кроме новгородский земля узкий смысл включать также территория балтийский мор запад уральский гора восток белый мор север верховье волга западный двина юг находиться 1245 год сюзеренитет великий князь владимирский титул который xiv век становиться наследовать исключительно московский князь новгородский республика 1478 год завоёвывать иван iii полностью входить состав централизовать русский государство,новгородский республика      —      севернорусский средневековый государство существовать 1136 год 1478 год период большой расцвет кроме новгородский земля узкий смысл включать также территория балтийский мор запад уральский гора восток белый мор север верховье волга западный двина юг,0.948339343070984,4,0.835702031171914,0.9132753014564514,0.8536432981491089,0.9223508834838868,0.902014,0.6666666666666666,0.3636363636363637
